district,village,office,agree,disagree
鳳山區,過埤里,1427,687,28
鳳山區,過埤里,1428,774,16
鳳山區,正義里,1429,572,14
鳳山區,正義里,1430,526,8
鳳山區,正義里,1431,582,14
鳳山區,正義里,1432,551,16
鳳山區,正義里,1433,587,16
鳳山區,保安里,1434,647,19
鳳山區,保安里,1435,746,23
鳳山區,保安里,1436,706,9
鳳山區,保安里,1437,679,14
鳳山區,一甲里,1438,408,8
鳳山區,一甲里,1439,496,17
鳳山區,一甲里,1440,447,7
鳳山區,二甲里,1441,586,19
鳳山區,二甲里,1442,647,22
鳳山區,二甲里,1443,702,28
鳳山區,龍成里,1444,631,16
鳳山區,龍成里,1445,622,17
鳳山區,鎮南里,1446,517,19
鳳山區,鎮南里,1447,392,4
鳳山區,鎮南里,1448,548,9
鳳山區,鎮南里,1449,520,18
鳳山區,富甲里,1450,400,9
鳳山區,富甲里,1451,349,14
鳳山區,善美里,1452,481,16
鳳山區,善美里,1453,488,9
鳳山區,善美里,1454,634,21
鳳山區,善美里,1455,622,13
鳳山區,富榮里,1456,477,6
鳳山區,富榮里,1457,529,15
鳳山區,南和里,1458,625,10
鳳山區,南和里,1459,531,7
鳳山區,南成里,1460,586,11
鳳山區,南成里,1461,601,14
鳳山區,南成里,1462,696,22
鳳山區,南成里,1463,481,12
鳳山區,南成里,1464,613,21
鳳山區,南成里,1465,584,13
鳳山區,天興里,1466,488,15
鳳山區,天興里,1467,489,9
鳳山區,天興里,1468,517,12
鳳山區,大德里,1469,590,21
鳳山區,大德里,1470,617,8
鳳山區,大德里,1471,676,16
鳳山區,五福里,1472,700,15
鳳山區,五福里,1473,620,15
鳳山區,福興里,1474,433,9
鳳山區,福興里,1475,471,10
鳳山區,福興里,1476,574,8
鳳山區,福興里,1477,541,6
鳳山區,福興里,1478,438,11
鳳山區,福祥里,1479,637,6
鳳山區,福祥里,1480,578,13
鳳山區,福誠里,1481,625,11
鳳山區,福誠里,1482,661,21
鳳山區,福誠里,1483,657,17
前鎮區,草衙里,1484,681,19
前鎮區,草衙里,1485,816,25
前鎮區,草衙里,1486,821,17
前鎮區,草衙里,1487,970,14
前鎮區,草衙里,1488,768,21
前鎮區,明孝里,1489,813,12
前鎮區,明孝里,1490,252,6
前鎮區,明正里,1491,740,17
前鎮區,明正里,1492,768,26
前鎮區,明正里,1493,803,25
前鎮區,明義里,1494,431,11
前鎮區,明義里,1495,593,20
前鎮區,仁愛里,1496,600,7
前鎮區,德昌里,1497,387,12
前鎮區,德昌里,1498,341,9
前鎮區,平等里,1499,928,35
前鎮區,平昌里,1500,269,11
前鎮區,明禮里,1501,677,18
前鎮區,信義里,1502,687,18
前鎮區,信德里,1503,425,8
前鎮區,信德里,1504,529,14
前鎮區,明道里,1505,508,14
前鎮區,興化里,1506,325,8
前鎮區,興仁里,1507,374,11
前鎮區,前鎮里,1508,645,24
前鎮區,鎮東里,1509,444,14
前鎮區,鎮東里,1510,396,13
前鎮區,鎮榮里,1511,514,18
前鎮區,鎮榮里,1512,488,6
前鎮區,鎮昌里,1513,452,12
前鎮區,鎮昌里,1514,459,11
前鎮區,鎮海里,1515,572,14
前鎮區,鎮海里,1516,654,15
前鎮區,鎮海里,1517,517,17
前鎮區,鎮陽里,1518,361,13
前鎮區,興邦里,1519,539,19
前鎮區,興邦里,1520,616,19
前鎮區,鎮中里,1521,351,12
前鎮區,鎮北里,1522,471,22
前鎮區,忠純里,1523,195,6
前鎮區,忠純里,1524,308,10
前鎮區,忠純里,1525,652,14
前鎮區,忠誠里,1526,142,6
前鎮區,忠誠里,1527,146,6
前鎮區,西山里,1528,667,15
前鎮區,西山里,1529,607,24
前鎮區,民權里,1530,514,19
前鎮區,民權里,1531,545,14
前鎮區,民權里,1532,430,10
前鎮區,建隆里,1533,482,6
前鎮區,振興里,1534,432,12
前鎮區,振興里,1535,391,8
前鎮區,良和里,1536,546,9
前鎮區,良和里,1537,416,15
前鎮區,西甲里,1538,886,14
前鎮區,盛興里,1539,495,5
前鎮區,盛興里,1540,472,8
前鎮區,盛豐里,1541,647,15
前鎮區,盛豐里,1542,596,21
前鎮區,興中里,1543,647,16
前鎮區,興中里,1544,528,12
前鎮區,興東里,1545,765,11
前鎮區,興東里,1546,678,21
前鎮區,興東里,1547,741,15
前鎮區,忠孝里,1548,508,12
前鎮區,忠孝里,1549,541,13
前鎮區,復國里,1550,592,23
前鎮區,復國里,1551,509,22
前鎮區,竹內里,1552,618,18
前鎮區,竹內里,1553,620,24
前鎮區,竹東里,1554,419,13
前鎮區,竹東里,1555,431,11
前鎮區,竹南里,1556,678,15
前鎮區,竹南里,1557,638,19
前鎮區,竹南里,1558,693,13
前鎮區,竹南里,1559,707,12
前鎮區,竹北里,1560,493,6
前鎮區,竹北里,1561,448,9
前鎮區,竹西里,1562,542,16
前鎮區,竹西里,1563,533,16
前鎮區,竹西里,1564,531,19
前鎮區,竹中里,1565,594,18
前鎮區,竹中里,1566,752,20
前鎮區,瑞竹里,1567,665,22
前鎮區,瑞南里,1568,574,14
前鎮區,瑞南里,1569,661,27
前鎮區,瑞南里,1570,723,14
前鎮區,瑞豐里,1571,542,7
前鎮區,瑞豐里,1572,584,5
前鎮區,瑞祥里,1573,611,9
前鎮區,瑞祥里,1574,637,18
前鎮區,瑞祥里,1575,672,22
前鎮區,瑞東里,1576,537,14
前鎮區,瑞東里,1577,477,14
前鎮區,瑞和里,1578,410,15
前鎮區,瑞和里,1579,446,11
前鎮區,瑞平里,1580,547,17
前鎮區,瑞平里,1581,558,10
前鎮區,瑞平里,1582,542,21
前鎮區,瑞隆里,1583,537,18
前鎮區,瑞隆里,1584,423,12
前鎮區,瑞隆里,1585,585,13
前鎮區,瑞北里,1586,739,13
前鎮區,瑞北里,1587,661,21
前鎮區,瑞西里,1588,572,15
前鎮區,瑞西里,1589,650,16
前鎮區,瑞崗里,1590,515,17
前鎮區,瑞崗里,1591,621,17
前鎮區,瑞興里,1592,556,16
前鎮區,瑞興里,1593,618,20
前鎮區,瑞誠里,1594,555,16
前鎮區,瑞誠里,1595,493,15
前鎮區,瑞文里,1596,519,15
前鎮區,瑞文里,1597,581,13
前鎮區,瑞華里,1598,549,15
前鎮區,瑞華里,1599,678,15
前鎮區,瑞華里,1600,608,18
前鎮區,瑞昌里,1601,705,18
前鎮區,瑞昌里,1602,705,18
小港區,小港里,1603,458,16
小港區,小港里,1604,547,10
小港區,港口里,1605,617,15
小港區,港口里,1606,573,15
小港區,港正里,1607,364,10
小港區,港正里,1608,525,15
小港區,港墘里,1609,684,22
小港區,港明里,1610,667,25
小港區,港明里,1611,555,10
小港區,港后里,1612,541,12
小港區,港后里,1613,540,10
小港區,港南里,1614,955,22
小港區,港興里,1615,529,19
小港區,港興里,1616,434,18
小港區,鳳宮里,1617,590,20
小港區,鳳宮里,1618,494,14
小港區,店鎮里,1619,698,17
小港區,店鎮里,1620,487,15
小港區,店鎮里,1621,603,14
小港區,店鎮里,1622,608,14
小港區,大苓里,1623,507,9
小港區,大苓里,1624,548,11
小港區,二苓里,1625,767,19
小港區,二苓里,1626,816,22
小港區,三苓里,1627,593,10
小港區,三苓里,1628,613,27
小港區,正苓里,1629,510,16
小港區,正苓里,1630,503,14
小港區,正苓里,1631,506,11
小港區,順苓里,1632,569,12
小港區,順苓里,1633,588,23
小港區,順苓里,1634,522,11
小港區,六苓里,1635,576,16
小港區,六苓里,1636,548,8
小港區,宏亮里,1637,626,13
小港區,宏亮里,1638,644,15
小港區,山東里,1639,504,9
小港區,山東里,1640,484,16
小港區,青島里,1641,286,6
小港區,青島里,1642,348,7
小港區,濟南里,1643,497,15
小港區,濟南里,1644,500,10
小港區,濟南里,1645,444,5
小港區,泰山里,1646,676,7
小港區,泰山里,1647,687,13
小港區,山明里,1648,819,23
小港區,山明里,1649,718,24
小港區,山明里,1650,715,11
小港區,山明里,1651,1028,22
小港區,山明里,1652,796,17
小港區,山明里,1653,702,18
小港區,高松里,1654,516,14
小港區,高松里,1655,591,9
小港區,高松里,1656,574,18
小港區,松金里,1657,524,13
小港區,松金里,1658,542,9
小港區,松山里,1659,684,17
小港區,松山里,1660,628,14
小港區,大坪里,1661,617,23
小港區,大坪里,1662,639,18
小港區,坪頂里,1663,633,12
小港區,坪頂里,1664,659,11
小港區,坪頂里,1665,641,21
小港區,坪頂里,1666,565,10
小港區,孔宅里,1667,1097,23
小港區,孔宅里,1668,428,10
小港區,孔宅里,1669,466,17
小港區,廈莊里,1670,818,24
小港區,廈莊里,1671,766,23
小港區,合作里,1672,552,19
小港區,合作里,1673,645,15
小港區,桂林里,1674,609,18
小港區,桂林里,1675,699,15
小港區,桂林里,1676,707,11
小港區,桂林里,1677,654,14
小港區,桂林里,1678,650,20
小港區,中厝里,1679,833,21
小港區,中厝里,1680,668,22
小港區,鳳鳴里,1681,580,11
小港區,鳳鳴里,1682,704,33
小港區,龍鳳里,1683,645,19
小港區,龍鳳里,1684,647,10
小港區,鳳森里,1685,1032,25
小港區,鳳林里,1686,706,24
小港區,鳳林里,1687,713,13
小港區,鳳興里,1688,608,22
小港區,鳳興里,1689,556,22
小港區,鳳源里,1690,784,20
小港區,鳳源里,1691,872,22
大寮區,拷潭里,1692,345,9
大寮區,拷潭里,1693,329,9
大寮區,內坑里,1694,510,12
大寮區,內坑里,1695,677,17
大寮區,內坑里,1696,172,5
大寮區,內坑里,1697,744,25
大寮區,大寮里,1698,555,9
大寮區,大寮里,1699,543,12
大寮區,大寮里,1700,583,20
大寮區,大寮里,1701,618,16
大寮區,大寮里,1702,505,19
大寮區,上寮里,1703,557,21
大寮區,上寮里,1704,610,10
大寮區,三隆里,1705,603,15
大寮區,三隆里,1706,477,11
大寮區,三隆里,1707,443,7
大寮區,三隆里,1708,459,12
大寮區,琉球里,1709,611,13
大寮區,琉球里,1710,787,20
大寮區,琉球里,1711,724,14
大寮區,翁園里,1712,646,23
大寮區,翁園里,1713,715,20
大寮區,翁園里,1714,636,14
大寮區,前庄里,1715,485,10
大寮區,前庄里,1716,505,18
大寮區,中庄里,1717,582,16
大寮區,中庄里,1718,508,8
大寮區,中庄里,1719,489,15
大寮區,中庄里,1720,567,20
大寮區,中庄里,1721,533,7
大寮區,中庄里,1722,536,22
大寮區,中庄里,1723,529,11
大寮區,中庄里,1724,584,16
大寮區,後庄里,1725,682,8
大寮區,後庄里,1726,653,21
大寮區,後庄里,1727,649,15
大寮區,後庄里,1728,549,13
大寮區,後庄里,1729,553,16
大寮區,義仁里,1730,462,23
大寮區,義仁里,1731,329,13
大寮區,新厝里,1732,354,15
大寮區,新厝里,1733,352,7
大寮區,過溪里,1734,506,14
大寮區,過溪里,1735,565,19
大寮區,潮寮里,1736,460,8
大寮區,潮寮里,1737,474,8
大寮區,潮寮里,1738,468,9
大寮區,會結里,1739,609,14
大寮區,會社里,1740,468,9
大寮區,會社里,1741,483,12
大寮區,會社里,1742,297,7
大寮區,會社里,1743,474,23
大寮區,會社里,1744,448,9
大寮區,山頂里,1745,456,11
大寮區,山頂里,1746,419,12
大寮區,山頂里,1747,367,10
大寮區,山頂里,1748,416,14
大寮區,山頂里,1749,455,13
大寮區,山頂里,1750,360,10
大寮區,忠義里,1751,107,7
大寮區,永芳里,1752,388,11
大寮區,永芳里,1753,473,9
大寮區,永芳里,1754,408,3
大寮區,永芳里,1755,574,17
大寮區,永芳里,1756,463,6
大寮區,永芳里,1757,491,9
大寮區,義和里,1758,476,16
大寮區,義和里,1759,584,13
大寮區,溪寮里,1760,342,8
大寮區,溪寮里,1761,366,19
大寮區,江山里,1762,438,15
大寮區,江山里,1763,431,10
大寮區,昭明里,1764,616,11
大寮區,昭明里,1765,538,11
大寮區,昭明里,1766,515,12
大寮區,光武里,1767,25,0
大寮區,中興里,1768,288,14
大寮區,中興里,1769,386,9
大寮區,中興里,1770,360,6
大寮區,中興里,1771,401,9
大寮區,中興里,1772,329,5
林園區,東林里,1773,528,8
林園區,東林里,1774,638,16
林園區,林園里,1775,433,13
林園區,林園里,1776,390,8
林園區,林園里,1777,432,8
林園區,溪州里,1778,592,10
林園區,溪州里,1779,511,13
林園區,溪州里,1780,569,15
林園區,潭頭里,1781,582,10
林園區,潭頭里,1782,467,16
林園區,中厝里,1783,628,11
林園區,中厝里,1784,491,16
林園區,中門里,1785,507,15
林園區,中門里,1786,547,13
林園區,頂厝里,1787,476,11
林園區,頂厝里,1788,599,16
林園區,頂厝里,1789,418,10
林園區,頂厝里,1790,500,15
林園區,港埔里,1791,418,15
林園區,港埔里,1792,412,14
林園區,西溪里,1793,490,13
林園區,西溪里,1794,498,15
林園區,西溪里,1795,594,12
林園區,港嘴里,1796,816,18
林園區,北汕里,1797,154,5
林園區,北汕里,1798,390,11
林園區,林內里,1799,390,12
林園區,林內里,1800,263,6
林園區,王公里,1801,603,17
林園區,王公里,1802,580,11
林園區,王公里,1803,516,30
林園區,林家里,1804,530,20
林園區,龔厝里,1805,458,14
林園區,龔厝里,1806,389,16
林園區,鳳芸里,1807,430,15
林園區,鳳芸里,1808,435,17
林園區,中芸里,1809,477,13
林園區,中芸里,1810,376,10
林園區,東汕里,1811,360,13
林園區,西汕里,1812,331,13
林園區,仁愛里,1813,694,7
林園區,仁愛里,1814,620,10
林園區,文賢里,1815,519,17
林園區,文賢里,1816,414,9
林園區,廣應里,1817,534,12
林園區,廣應里,1818,498,16
林園區,廣應里,1819,454,21
林園區,五福里,1820,548,18
林園區,五福里,1821,478,9
林園區,中汕里,1822,549,16
林園區,中汕里,1823,502,15
